,dip_ct,dip_pkt_size_ct
202.198.44.143,1,40
150.75.181.122,1,40
163.33.50.125,1,40
163.33.203.126,1,40
150.75.27.252,1,40
163.33.144.83,1,40
150.75.3.7,1,40
133.149.12.76,1,40
150.75.176.219,1,40
203.77.12.174,1,40
150.75.188.90,1,40
163.33.77.128,1,40
202.198.62.127,1,40
150.75.201.60,1,40
133.149.224.47,1,40
150.75.245.43,1,40
202.198.6.18,1,40
163.33.71.217,1,40
163.33.65.88,1,40
203.77.90.189,1,40
163.33.197.139,1,71
133.149.131.68,1,40
150.75.35.220,1,40
133.149.44.140,1,40
150.75.101.104,1,40
202.204.57.64,1,40
133.11.111.148,1,44
133.149.168.73,1,40
150.75.228.195,1,40
163.33.163.144,1,40
150.75.180.64,1,40
150.75.194.201,1,40
133.11.116.219,1,44
203.77.80.224,1,40
133.149.99.245,1,40
133.149.255.102,1,40
163.33.152.1,1,40
133.149.239.69,1,44
202.198.52.28,1,48
150.75.225.245,1,40
133.149.168.246,1,40
203.77.30.228,1,40
163.33.215.115,1,40
150.75.70.130,1,40
133.149.97.66,1,40
133.149.218.31,1,40
163.33.214.98,1,40
133.11.126.233,1,576
163.33.203.249,1,52
133.149.85.223,1,40
150.75.31.100,1,44
133.149.24.135,1,40
133.149.230.164,1,40
150.75.179.0,1,40
202.198.43.202,1,40
163.33.39.83,1,44
150.75.7.168,1,44
203.77.27.4,1,40
163.33.182.26,1,40
150.75.25.83,1,40
163.33.139.98,1,40
133.11.112.12,1,40
150.75.247.115,1,40
133.149.52.214,1,40
150.75.74.170,1,40
163.33.107.47,1,40
163.33.193.157,1,40
133.11.110.133,1,52
133.149.19.192,1,40
150.75.225.118,1,40
163.33.82.243,1,40
163.33.3.64,1,40
150.75.118.207,1,40
150.75.12.46,1,40
203.77.17.184,1,48
150.75.209.126,1,40
150.75.225.101,1,40
133.149.60.166,1,44
133.149.55.237,1,40
150.75.159.203,1,52
150.75.69.47,1,44
133.149.216.1,1,40
150.75.149.64,1,40
150.75.214.129,1,52
133.149.177.142,1,40
150.75.215.32,1,40
133.149.33.246,1,40
133.149.214.29,1,40
163.33.217.234,1,40
150.75.133.127,1,40
163.33.120.110,1,44
150.75.230.225,1,40
163.33.164.255,1,40
163.33.198.175,1,40
150.75.225.123,1,576
163.33.190.221,1,40
203.77.85.231,1,40
203.77.124.239,1,40
150.75.33.47,1,40
163.33.77.2,1,40
150.75.17.83,1,40
163.33.162.106,1,40
150.75.223.70,1,40
133.149.195.31,1,40
133.149.230.42,1,40
133.149.37.130,1,40
150.75.70.54,1,40
133.149.59.218,1,40
150.75.24.146,1,40
133.149.215.81,1,121
150.75.199.61,1,40
163.33.86.210,1,40
133.11.77.184,1,48
203.77.73.182,1,40
133.149.210.146,1,40
150.75.36.8,1,40
150.75.63.35,1,40
163.33.107.148,1,40
203.77.30.73,1,40
133.149.198.111,1,40
133.149.64.176,1,40
150.75.109.58,1,40
150.75.95.16,1,40
163.33.117.199,1,40
202.198.50.235,1,44
133.149.11.147,1,40
150.75.184.15,1,40
163.33.11.141,2,280
203.77.127.4,1,40
203.77.127.114,1,44
203.77.49.228,1,40
163.33.219.194,1,44
202.198.58.85,1,60
203.77.107.250,1,40
133.149.85.16,1,40
203.77.39.215,1,40
163.33.169.8,1,44
150.75.251.243,1,40
133.11.125.10,1,40
163.33.164.145,1,40
150.75.79.218,1,40
133.11.103.251,1,40
163.33.162.44,1,40
150.75.111.177,1,40
150.75.90.161,1,40
150.75.232.100,1,40
202.198.10.211,1,60
133.149.7.237,1,40
150.75.177.243,1,40
150.75.231.208,1,40
150.75.68.247,1,40
202.198.29.51,1,48
203.77.11.122,1,40
203.77.14.9,1,48
163.33.76.164,1,44
163.33.199.34,1,40
202.198.16.241,1,40
133.149.75.203,1,40
133.11.76.204,1,40
150.75.105.236,1,40
133.149.29.17,1,40
163.33.171.106,1,40
133.149.33.229,1,40
133.11.86.244,1,48
202.198.41.62,1,68
150.75.119.196,1,52
133.149.164.179,1,40
203.77.2.16,1,40
133.149.71.243,1,40
133.149.86.151,1,40
150.75.24.216,1,40
133.11.115.249,1,40
163.33.248.254,1,72
163.33.46.29,1,44
133.11.92.238,1,48
133.149.31.8,1,40
163.33.237.202,1,40
202.198.13.193,1,40
163.33.2.37,1,40
163.33.18.94,1,40
133.149.142.140,1,40
163.33.84.138,1,40
150.75.106.125,1,40
133.149.134.146,1,40
133.149.84.216,1,40
163.33.70.114,1,56
133.149.152.126,1,40
133.149.14.111,1,40
150.75.3.150,1,40
202.198.0.101,1,44
203.77.109.76,1,40
203.77.103.86,1,40
133.149.23.8,1,40
133.149.58.248,1,40
150.75.120.76,1,40
150.75.218.31,1,40
203.77.55.193,1,40
133.149.124.21,1,40
133.149.2.173,1,40
150.75.175.227,1,44
133.149.34.191,1,48
163.33.132.87,1,40
163.33.171.16,1,52
163.33.85.208,1,40
133.11.101.158,1,48
133.149.123.174,1,40
133.149.131.140,1,40
150.75.127.225,1,40
133.11.79.226,1,44
133.11.102.195,1,68
163.33.136.83,1,44
150.75.202.178,1,40
203.77.63.201,1,40
163.33.191.226,1,161
163.33.85.167,1,44
203.77.80.58,1,145
150.75.216.197,1,40
203.77.8.121,1,40
163.33.39.25,1,40
203.77.83.141,1,40
163.33.232.36,1,40
163.33.219.21,1,40
150.75.16.238,1,40
203.77.85.142,1,40
163.33.94.199,2,157
150.75.190.41,1,40
202.198.7.100,1,40
202.198.59.186,1,40
150.75.190.42,1,40
150.75.101.161,1,40
133.149.67.6,1,40
202.198.35.89,1,44
133.149.48.104,1,40
150.75.9.56,1,40
163.33.246.93,1,40
203.77.27.222,1,40
150.75.8.39,1,40
163.33.125.188,1,40
133.149.64.32,1,40
133.149.71.175,1,40
163.33.138.230,1,40
133.149.230.26,1,40
163.33.92.116,1,115
163.33.95.46,1,296
163.33.242.67,1,40
133.149.84.172,1,40
163.33.61.158,1,40
163.33.114.46,1,40
150.75.250.186,1,40
203.77.106.92,1,40
202.204.63.196,1,40
202.198.22.209,1,40
133.149.38.114,1,40
133.149.18.124,1,40
150.75.195.222,1,40
133.149.103.3,1,40
203.77.4.78,1,40
202.198.37.217,1,40
133.149.106.225,1,40
202.204.61.211,1,40
163.33.206.200,1,40
150.75.220.19,1,40
202.198.5.98,1,44
133.149.148.241,1,40
133.149.45.91,1,40
163.33.90.181,1,40
203.77.111.252,1,40
163.33.72.219,1,40
133.149.90.244,1,28
133.149.144.67,1,40
202.198.34.110,1,40
133.149.33.114,1,40
133.149.83.90,1,40
133.149.214.149,1,48
150.75.31.180,1,40
150.75.149.159,1,40
133.149.106.147,1,40
133.11.124.103,1,40
133.149.48.136,1,40
150.75.20.109,1,40
203.77.93.149,1,40
150.75.88.173,1,40
133.11.80.11,1,40
150.75.230.158,1,40
133.149.142.144,1,40
133.149.87.209,1,40
133.149.87.27,1,40
163.33.100.118,1,40
133.149.111.168,1,48
150.75.181.174,1,40
202.204.57.108,1,44
163.33.17.189,1,40
150.75.150.217,1,40
133.149.230.188,1,40
203.77.88.208,1,60
150.75.179.251,1,60
163.33.193.181,1,40
133.149.120.186,1,40
163.33.176.182,2,748
150.75.220.32,1,40
133.11.107.173,1,44
202.198.33.166,1,40
133.149.250.0,1,40
203.77.5.20,1,40
133.11.71.27,1,44
150.75.174.61,1,40
150.75.250.211,1,44
202.198.62.6,1,40
150.75.187.62,1,40
133.149.252.196,1,40
133.149.215.217,1,44
133.149.232.201,1,44
133.149.6.189,1,40
163.33.170.194,1,58
163.33.163.78,1,40
133.149.144.209,1,40
150.75.162.72,1,40
150.75.16.44,1,40
133.149.231.51,1,40
133.149.232.54,1,40
163.33.203.69,1,40
150.75.245.167,1,40
150.75.97.77,1,40
133.149.231.14,1,40
133.11.118.66,1,40
163.33.107.204,1,50
150.75.54.228,1,40
133.149.42.205,1,40
163.33.233.5,1,40
133.11.87.241,1,40
163.33.60.186,1,40
150.75.47.219,1,40
150.75.236.12,1,40
133.149.93.251,1,60
133.149.27.100,1,40
150.75.191.147,1,40
203.77.106.124,1,40
163.33.183.39,1,44
203.77.113.37,1,40
163.33.47.245,1,44
202.198.41.176,1,44
163.33.65.167,1,40
150.75.162.127,1,40
202.198.58.141,1,40
203.77.73.224,1,40
150.75.115.119,1,40
150.75.45.141,1,40
150.75.37.65,1,40
202.198.58.169,1,40
150.75.12.44,1,40
133.149.254.30,1,40
163.33.87.11,1,40
163.33.252.131,1,44
202.198.35.30,1,40
150.75.135.188,1,40
133.149.19.157,1,40
133.149.185.184,1,40
150.75.156.190,1,40
202.198.52.52,1,40
133.149.63.14,1,40
133.149.150.223,1,44
133.149.72.37,1,44
150.75.156.48,1,28
133.149.248.67,1,40
133.149.196.212,1,40
150.75.16.127,1,44
150.75.3.230,1,40
133.11.97.155,1,40
163.33.163.44,1,40
150.75.164.235,1,40
202.198.32.145,1,44
133.11.118.191,1,40
133.149.71.17,1,40
133.149.210.106,1,40
202.204.59.247,1,40
163.33.94.151,1,40
150.75.171.196,1,52
202.198.48.223,1,44
163.33.250.40,1,40
150.75.143.4,1,40
203.77.9.166,1,40
133.149.225.162,1,40
150.75.165.195,1,40
203.77.81.39,1,40
202.198.49.20,1,40
150.75.83.86,1,40
150.75.2.46,1,44
150.75.82.133,1,44
133.149.52.4,1,40
133.149.179.47,1,40
133.149.89.82,1,40
133.149.182.241,1,40
203.77.105.21,1,40
203.77.101.23,1,40
133.149.223.16,1,40
163.33.189.151,1,40
202.25.109.238,1,40
150.75.240.71,1,40
150.75.25.221,1,40
133.149.97.186,1,40
202.198.0.91,1,40
203.77.126.220,1,40
203.77.59.234,1,40
163.33.140.145,2,143
163.33.125.83,1,40
203.77.52.35,1,40
150.75.143.238,1,40
133.11.109.147,1,40
133.149.227.179,1,40
133.149.64.226,1,40
163.33.80.141,1,40
203.77.21.76,1,40
163.33.181.111,1,40
133.11.82.253,1,40
202.198.44.189,1,40
203.77.44.69,1,40
133.11.116.31,1,40
150.75.49.70,1,40
202.198.35.116,1,40
150.75.135.123,1,40
150.75.179.219,1,40
163.33.87.191,1,40
133.149.97.5,1,40
202.198.44.245,1,40
150.75.241.126,1,40
163.33.82.195,1,52
133.149.201.42,1,40
133.11.109.176,1,40
150.75.166.106,1,40
202.198.25.180,1,40
133.149.52.137,1,40
163.33.173.106,1,40
133.149.141.86,1,58
133.149.158.16,1,40
150.75.45.123,1,40
150.75.250.255,1,40
150.75.253.169,1,40
150.75.175.119,1,40
133.149.153.149,1,40
163.33.232.137,1,40
150.75.183.182,1,40
163.33.84.69,1,325
163.33.174.30,1,40
163.33.151.217,1,40
163.33.104.189,1,48
133.149.112.169,1,40
133.149.49.126,1,40
133.11.97.11,1,40
163.33.74.39,1,44
150.75.46.72,1,40
150.75.233.133,1,40
163.33.237.33,1,40
150.75.63.223,1,40
150.75.140.61,1,40
202.198.35.70,1,40
163.33.199.40,1,44
150.75.89.64,1,40
150.75.181.138,1,40
150.75.20.46,1,40
163.33.22.197,1,52
203.77.108.214,1,40
133.149.51.70,1,40
163.33.186.159,1,40
150.75.212.62,1,40
150.75.22.236,1,40
133.11.87.38,1,60
163.33.167.91,1,40
150.75.73.144,1,44
150.75.57.239,1,40
203.77.90.190,1,40
163.33.243.144,1,52
202.198.42.143,1,84
163.33.167.40,1,40
163.33.166.12,1,40
133.149.76.254,1,40
150.75.241.10,1,40
133.11.85.61,1,40
133.11.109.171,1,40
133.149.124.34,1,40
150.75.119.133,1,40
150.75.174.85,1,40
163.33.172.165,1,40
133.11.104.236,1,40
133.11.107.156,1,40
150.75.65.124,1,40
133.149.56.158,1,40
133.149.248.65,1,40
163.33.59.114,1,40
150.75.144.252,1,40
133.149.6.12,1,40
163.33.185.116,1,309
150.75.222.145,1,40
133.149.116.108,1,40
202.198.20.229,1,40
202.204.59.37,1,40
163.33.149.118,1,40
163.33.194.125,1,40
133.149.61.148,1,40
163.33.72.223,1,40
150.75.24.136,1,40
133.149.28.163,1,40
150.75.54.12,1,40
150.75.26.109,1,40
202.198.42.7,1,44
150.75.189.112,1,44
133.149.56.208,1,40
150.75.120.20,1,40
203.77.90.232,1,40
163.33.178.63,1,44
203.77.11.104,1,40
150.75.255.150,1,40
163.33.251.7,1,40
163.33.188.14,1,44
203.77.90.133,1,40
163.33.156.189,1,44
133.11.86.61,1,40
150.75.97.108,1,40
163.33.239.113,1,40
202.204.59.75,1,84
133.149.40.6,1,44
133.149.135.164,1,40
163.33.244.8,1,48
163.33.251.43,1,40
163.33.79.75,1,40
133.149.88.129,1,60
133.149.103.85,1,40
203.77.97.242,1,40
163.33.204.5,1,44
163.33.127.14,1,40
150.75.207.28,1,40
133.149.141.57,1,40
203.77.42.192,1,40
133.149.160.17,1,40
163.33.131.164,1,40
163.33.62.77,1,40
163.33.189.133,1,40
133.11.110.191,1,44
150.75.255.200,1,40
202.198.13.203,1,40
150.75.163.185,1,40
133.149.213.170,1,40
150.75.11.141,1,40
133.149.9.132,1,44
